male,female,word,p_w,p_male_w,p_female_w,PMI_male,PMI_female
1,16,trier,0.0010724875402182827,6.308750236578134e-5,0.0010094000378525014,-0.22122850775414563,0.09160892533565154
1,10,thuring,6.939625260235947e-4,6.308750236578134e-5,6.308750236578134e-4,-0.17621572548581715,0.08105818757980637
1,10,padagog,6.939625260235947e-4,6.308750236578134e-5,6.308750236578134e-4,-0.17621572548581715,0.08105818757980637
1,9,engagement,6.308750236578134e-4,6.308750236578134e-5,5.67787521292032e-4,-0.16636045722394396,0.07857073011424313
1,9,zuruck,6.308750236578134e-4,6.308750236578134e-5,5.67787521292032e-4,-0.16636045722394396,0.07857073011424313
2,13,ministerium,9.463125354867201e-4,1.2617500473156268e-4,8.201375307551574e-4,-0.14716098637610792,0.07732560267605293
1,8,gesamtschul,5.67787521292032e-4,6.308750236578134e-5,5.047000189262507e-4,-0.1554659636016577,0.07571534095225933
4,19,bildung,0.0014510125544129708,2.5235000946312536e-4,0.0011986625449498455,-0.1274017831193701,0.07455893440087201
1,7,kehrt,5.047000189262507e-4,6.308750236578134e-5,4.416125165604694e-4,-0.14328695590830778,0.07236796597084662
1,7,erziehungswissenschaft,5.047000189262507e-4,6.308750236578134e-5,4.416125165604694e-4,-0.14328695590830778,0.07236796597084662
1,7,rheinisch,5.047000189262507e-4,6.308750236578134e-5,4.416125165604694e-4,-0.14328695590830778,0.07236796597084662
1,7,friedrich-wilhelms-universitat,5.047000189262507e-4,6.308750236578134e-5,4.416125165604694e-4,-0.14328695590830778,0.07236796597084662
2,11,grund,8.201375307551574e-4,1.2617500473156268e-4,6.939625260235947e-4,-0.13122164766316408,0.0722561224911246
5,20,dezemb,0.0015771875591445335,3.154375118289067e-4,0.0012617500473156267,-0.11359140463771676,0.07032479822784028
2,10,religion,7.57050028389376e-4,1.2617500473156268e-4,6.308750236578134e-4,-0.12230606200586877,0.0692494714119884
2,10,humboldt-universitat,7.57050028389376e-4,1.2617500473156268e-4,6.308750236578134e-4,-0.12230606200586877,0.0692494714119884
1,6,position,4.416125165604694e-4,6.308750236578134e-5,3.78525014194688e-4,-0.12947953577335516,0.06833522865908238
1,6,landshut,4.416125165604694e-4,6.308750236578134e-5,3.78525014194688e-4,-0.12947953577335516,0.06833522865908238
1,6,bundesrepubl,4.416125165604694e-4,6.308750236578134e-5,3.78525014194688e-4,-0.12947953577335516,0.06833522865908238
1,6,ehemann,4.416125165604694e-4,6.308750236578134e-5,3.78525014194688e-4,-0.12947953577335516,0.06833522865908238
10,31,zog,0.0025865875969970347,6.308750236578134e-4,0.0019557125733392217,-0.09734427747788248,0.06621687477330829
11,33,frankfurt,0.002775850104094379,6.939625260235947e-4,0.002081887578070784,-0.09522486104016091,0.06557596130583715
3,12,oldenburg,9.463125354867201e-4,1.89262507097344e-4,7.57050028389376e-4,-0.10682252247825844,0.06532573019254975
1,5,minist,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,listenplatz,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,forschung,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,schwerin,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,darub,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,hinaus,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,york,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,bekam,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,freie,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,setzt,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,nation,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
1,5,studienrat,3.78525014194688e-4,6.308750236578134e-5,3.154375118289067e-4,-0.11354003901060929,0.06329527201803747
16,42,mutt,0.0036590751372153176,0.0010094000378525014,0.0026496750993628164,-0.08612710664465754,0.0623270396584372
2,8,englisch,6.308750236578134e-4,1.2617500473156268e-4,5.047000189262507e-4,-0.10199811011351477,0.061836677618352764
9,26,bonn,0.002208062582802347,5.67787521292032e-4,0.0016402750615103147,-0.08889876878742307,0.06164583341742122
8,23,main,0.0019557125733392217,5.047000189262507e-4,0.0014510125544129708,-0.08704821191844922,0.06029943360743972
6,18,frau,0.001514100056778752,3.78525014194688e-4,0.001135575042584064,-0.08789937245937542,0.05971396626719993
4,13,link,0.0010724875402182827,2.5235000946312536e-4,8.201375307551574e-4,-0.09091511386687581,0.05971197128996748
9,25,landkreis,0.0021449750804365653,5.67787521292032e-4,0.0015771875591445335,-0.08502019573890694,0.05968508479069972
3,10,erststimm,8.201375307551574e-4,1.89262507097344e-4,6.308750236578134e-4,-0.09012926839681433,0.05838650556864737
2,7,entwicklung,5.67787521292032e-4,1.2617500473156268e-4,4.416125165604694e-4,-0.09026249134765035,0.05712112445941801
1,4,beispiel,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,praktika,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,projekt,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,sozialist,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,volontariat,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,landtagswahl,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,abgeordnetenhaus,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,sieg,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,gutersloh,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,untersuch,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,on,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,studienstift,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,volk,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,stralsund,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,klimaschutz,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,zehn,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,burgerschaft,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,staatswissenschaft,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,auswart,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,literaturwissenschaft,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,region,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
1,4,verkehr,3.154375118289067e-4,6.308750236578134e-5,2.5235000946312536e-4,-0.09468761573519707,0.056663050047624605
7,19,ausschuss,0.0016402750615103147,4.416125165604694e-4,0.0011986625449498455,-0.08006019901287995,0.056332303761003184
5,14,studi,0.0011986625449498455,3.154375118289067e-4,8.832250331209388e-4,-0.07954871468513271,0.055062817025895085
16,37,tocht,0.003343637625386411,0.0010094000378525014,0.0023342375875339094,-0.07305869829671822,0.05498378000121097
3,9,weiterbild,7.57050028389376e-4,1.89262507097344e-4,5.67787521292032e-4,-0.08079198412533765,0.054175850361729984
3,9,wahlkreis,7.57050028389376e-4,1.89262507097344e-4,5.67787521292032e-4,-0.08079198412533765,0.054175850361729984
3,9,sachsisch,7.57050028389376e-4,1.89262507097344e-4,5.67787521292032e-4,-0.08079198412533765,0.054175850361729984
3,9,goethe-universitat,7.57050028389376e-4,1.89262507097344e-4,5.67787521292032e-4,-0.08079198412533765,0.054175850361729984
3,9,kanzlei,7.57050028389376e-4,1.89262507097344e-4,5.67787521292032e-4,-0.08079198412533765,0.054175850361729984
4,11,gewerkschaft,9.463125354867201e-4,2.5235000946312536e-4,6.939625260235947e-4,-0.07580735606774801,0.05258074482311798
4,11,erfurt,9.463125354867201e-4,2.5235000946312536e-4,6.939625260235947e-4,-0.07580735606774801,0.05258074482311798
5,13,bielefeld,0.001135575042584064,3.154375118289067e-4,8.201375307551574e-4,-0.07284191244946643,0.05166833153924517
2,6,stimm,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
2,6,european,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
2,6,turkisch,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
2,6,turkei,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
2,6,auslandsjahr,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
2,6,kulturwissenschaft,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
2,6,dass,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
2,6,dortig,5.047000189262507e-4,1.2617500473156268e-4,3.78525014194688e-4,-0.07714318574327565,0.05138796100127306
9,21,sozial,0.0018926250709734402,5.67787521292032e-4,0.0013248375496814082,-0.06827319184369432,0.05069136989005622
19,39,famili,0.0036590751372153176,0.0011986625449498455,0.0024604125922654723,-0.06277942953738094,0.04922210923480795
4,10,platz,8.832250331209388e-4,2.5235000946312536e-4,6.308750236578134e-4,-0.06747960424168335,0.04832897011509214
4,10,landwirtschaft,8.832250331209388e-4,2.5235000946312536e-4,6.308750236578134e-4,-0.06747960424168335,0.04832897011509214
6,14,gemeinsam,0.0012617500473156267,3.78525014194688e-4,8.832250331209388e-4,-0.06475985326433491,0.04776847671611258
6,14,thema,0.0012617500473156267,3.78525014194688e-4,8.832250331209388e-4,-0.06475985326433491,0.04776847671611258
1,3,fachbereich,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,wasg,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,po,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,redakteur,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,magisterstudium,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,bestatigt,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,angehort,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,wien,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
1,3,vogtland,2.5235000946312536e-4,6.308750236578134e-5,1.89262507097344e-4,-0.07161411441956089,0.04723282104621552
